   1.0000 1.2992e+07 6.6545e+06 2.0034e+07 7.4187e+06 1.9029e+07 1.0500e+07 1.6194e+07 1.1291e+07 1.4693e+07
   1.2500 1.5345e+07 7.9747e+06 2.3468e+07 8.8690e+06 2.2291e+07 1.2446e+07 1.9053e+07 1.3349e+07 1.7340e+07
   1.5000 1.7259e+07 9.1121e+06 2.6180e+07 1.0106e+07 2.4875e+07 1.4055e+07 2.1338e+07 1.5035e+07 1.9483e+07
   1.7500 1.8736e+07 1.0059e+07 2.8207e+07 1.1124e+07 2.6818e+07 1.5324e+07 2.3059e+07 1.6349e+07 2.1123e+07
   2.0000 1.9797e+07 1.0813e+07 2.9602e+07 1.1920e+07 2.8172e+07 1.6265e+07 2.4248e+07 1.7309e+07 2.2285e+07
   2.2500 2.0472e+07 1.1378e+07 3.0430e+07 1.2503e+07 2.8998e+07 1.6897e+07 2.4949e+07 1.7939e+07 2.3004e+07
   2.5000 2.0796e+07 1.1766e+07 3.0763e+07 1.2886e+07 2.9365e+07 1.7248e+07 2.5215e+07 1.8270e+07 2.3322e+07
   2.7500 2.0817e+07 1.1988e+07 3.0671e+07 1.3084e+07 2.9334e+07 1.7352e+07 2.5108e+07 1.8339e+07 2.3296e+07
   3.0000 2.0580e+07 1.2059e+07 3.0222e+07 1.3116e+07 2.8966e+07 1.7240e+07 2.4690e+07 1.8181e+07 2.2978e+07
   3.2500 2.0128e+07 1.1996e+07 2.9482e+07 1.3004e+07 2.8320e+07 1.6948e+07 2.4018e+07 1.7834e+07 2.2422e+07
   3.5000 1.9505e+07 1.1820e+07 2.8510e+07 1.2770e+07 2.7449e+07 1.6506e+07 2.3147e+07 1.7333e+07 2.1676e+07
   3.7500 1.8750e+07 1.1547e+07 2.7360e+07 1.2436e+07 2.6401e+07 1.5947e+07 2.2132e+07 1.6712e+07 2.0789e+07
   4.0000 1.7900e+07 1.1197e+07 2.6080e+07 1.2022e+07 2.5221e+07 1.5299e+07 2.1016e+07 1.6000e+07 1.9800e+07
   4.2500 1.6985e+07 1.0788e+07 2.4714e+07 1.1548e+07 2.3949e+07 1.4588e+07 1.9839e+07 1.5225e+07 1.8746e+07
   4.5000 1.6034e+07 1.0335e+07 2.3301e+07 1.1032e+07 2.2623e+07 1.3837e+07 1.8633e+07 1.4411e+07 1.7656e+07
   4.7500 1.5068e+07 9.8518e+06 2.1870e+07 1.0488e+07 2.1273e+07 1.3064e+07 1.7426e+07 1.3579e+07 1.6558e+07
   5.0000 1.4108e+07 9.3524e+06 2.0451e+07 9.9316e+06 1.9925e+07 1.2287e+07 1.6238e+07 1.2746e+07 1.5471e+07
   5.2500 1.3167e+07 8.8465e+06 1.9062e+07 9.3723e+06 1.8600e+07 1.1517e+07 1.5086e+07 1.1924e+07 1.4410e+07
   5.5000 1.2257e+07 8.3426e+06 1.7719e+07 8.8190e+06 1.7315e+07 1.0766e+07 1.3982e+07 1.1126e+07 1.3388e+07
   5.7500 1.1385e+07 7.8464e+06 1.6434e+07 8.2775e+06 1.6080e+07 1.0040e+07 1.2932e+07 1.0357e+07 1.2413e+07
   6.0000 1.0556e+07 7.3627e+06 1.5214e+07 7.7524e+06 1.4904e+07 9.3452e+06 1.1943e+07 9.6228e+06 1.1490e+07
   6.2500 9.7740e+06 6.8950e+06 1.4064e+07 7.2472e+06 1.3791e+07 8.6844e+06 1.1017e+07 8.9276e+06 1.0620e+07
   6.5000 9.0399e+06 6.4463e+06 1.2985e+07 6.7643e+06 1.2746e+07 8.0602e+06 1.0153e+07 8.2727e+06 9.8072e+06
   6.7500 8.3542e+06 5.9909e+06 1.1978e+07 6.2743e+06 1.1768e+07 7.4734e+06 9.3510e+06 7.6589e+06 9.0494e+06
   7.0000 7.7160e+06 5.5486e+06 1.1042e+07 5.7992e+06 1.0858e+07 6.9242e+06 8.6089e+06 7.0860e+06 8.3460e+06
   7.2500 7.1239e+06 5.1367e+06 1.0175e+07 5.3586e+06 1.0012e+07 6.4120e+06 7.9242e+06 6.5529e+06 7.6948e+06
   7.5000 6.5760e+06 4.7543e+06 9.3735e+06 4.9510e+06 9.2298e+06 5.9356e+06 7.2936e+06 6.0584e+06 7.0936e+06
   7.7500 6.0699e+06 4.3999e+06 8.6342e+06 4.5745e+06 8.5072e+06 5.4935e+06 6.7140e+06 5.6004e+06 6.5394e+06
   8.0000 5.6033e+06 4.0721e+06 7.9536e+06 4.2273e+06 7.8411e+06 5.0842e+06 6.1819e+06 5.1772e+06 6.0294e+06
   8.2500 5.1736e+06 3.7694e+06 7.3277e+06 3.9075e+06 7.2278e+06 4.7056e+06 5.6938e+06 4.7867e+06 5.5605e+06
   8.5000 4.7782e+06 3.4900e+06 6.7528e+06 3.6131e+06 6.6639e+06 4.3559e+06 5.2465e+06 4.4266e+06 5.1298e+06
   8.7500 4.4147e+06 3.2324e+06 6.2250e+06 3.3423e+06 6.1459e+06 4.0333e+06 4.8366e+06 4.0948e+06 4.7345e+06
   9.0000 4.0806e+06 2.9950e+06 5.7409e+06 3.0933e+06 5.6702e+06 3.7358e+06 4.4612e+06 3.7894e+06 4.3717e+06
   9.2500 3.7736e+06 2.7763e+06 5.2969e+06 2.8643e+06 5.2337e+06 3.4616e+06 4.1174e+06 3.5083e+06 4.0389e+06
   9.5000 3.4916e+06 2.5749e+06 4.8898e+06 2.6538e+06 4.8331e+06 3.2089e+06 3.8025e+06 3.2497e+06 3.7336e+06
