   7.5000 7.4109e+06 5.0113e+06 1.0597e+07 5.1157e+06 1.0500e+07 6.7108e+06 8.1941e+06 7.6951e+06 7.1176e+06 9.1679e+06 5.5441e+06 1.0500e+07 5.1157e+06
   7.7500 6.9169e+06 4.7237e+06 9.8712e+06 4.8185e+06 9.7844e+06 6.2793e+06 7.6282e+06 7.2238e+06 6.6240e+06 8.5323e+06 5.1799e+06 9.7844e+06 4.8185e+06
   8.0000 6.4551e+06 4.4498e+06 9.1931e+06 4.5358e+06 9.1157e+06 5.8741e+06 7.1014e+06 6.7771e+06 6.1650e+06 7.9398e+06 4.8395e+06 9.1157e+06 4.5358e+06
   8.2500 6.0240e+06 4.1869e+06 8.5608e+06 4.2649e+06 8.4918e+06 5.4944e+06 6.6118e+06 6.3518e+06 5.7385e+06 7.3883e+06 4.5217e+06 8.4918e+06 4.2649e+06
   8.5000 5.6222e+06 3.9362e+06 7.9722e+06 4.0069e+06 7.9105e+06 5.1390e+06 6.1571e+06 5.9490e+06 5.3428e+06 6.8758e+06 4.2254e+06 7.9105e+06 4.0069e+06
   8.7500 5.2480e+06 3.6994e+06 7.4249e+06 3.7636e+06 7.3697e+06 4.8069e+06 5.7352e+06 5.5704e+06 4.9758e+06 6.4000e+06 3.9494e+06 7.3697e+06 3.7636e+06
   9.0000 4.9000e+06 3.4767e+06 6.9166e+06 3.5350e+06 6.8671e+06 4.4970e+06 5.3441e+06 5.2160e+06 4.6357e+06 5.9586e+06 3.6925e+06 6.8671e+06 3.5350e+06
   9.2500 4.5764e+06 3.2680e+06 6.4448e+06 3.3209e+06 6.4003e+06 4.2079e+06 4.9816e+06 4.8851e+06 4.3207e+06 5.5496e+06 3.4535e+06 6.4003e+06 3.3209e+06
   9.5000 4.2757e+06 3.0730e+06 6.0072e+06 3.1213e+06 5.9671e+06 3.9385e+06 4.6458e+06 4.5773e+06 4.0291e+06 5.1707e+06 3.2313e+06 5.9671e+06 3.1213e+06
   9.7500 3.9964e+06 2.8907e+06 5.6014e+06 2.9347e+06 5.5653e+06 3.6875e+06 4.3347e+06 4.2905e+06 3.7591e+06 4.8198e+06 3.0246e+06 5.5653e+06 2.9347e+06
  10.0000 3.7369e+06 2.7196e+06 5.2252e+06 2.7598e+06 5.1926e+06 3.4538e+06 4.0465e+06 4.0225e+06 3.5091e+06 4.4949e+06 2.8325e+06 5.1926e+06 2.7598e+06
  10.2500 3.4959e+06 2.5591e+06 4.8764e+06 2.5958e+06 4.8469e+06 3.2361e+06 3.7795e+06 3.7722e+06 3.2775e+06 4.1939e+06 2.6539e+06 4.8469e+06 2.5958e+06
  10.5000 3.2720e+06 2.4087e+06 4.5530e+06 2.4423e+06 4.5264e+06 3.0334e+06 3.5320e+06 3.5386e+06 3.0630e+06 3.9152e+06 2.4878e+06 4.5264e+06 2.4423e+06
  10.7500 3.0640e+06 2.2678e+06 4.2533e+06 2.2986e+06 4.2291e+06 2.8447e+06 3.3027e+06 3.3206e+06 2.8642e+06 3.6570e+06 2.3334e+06 4.2291e+06 2.2986e+06
  11.0000 2.8708e+06 2.1357e+06 3.9754e+06 2.1640e+06 3.9534e+06 2.6690e+06 3.0901e+06 3.1171e+06 2.6801e+06 3.4179e+06 2.1897e+06 3.9534e+06 2.1640e+06
  11.2500 2.6913e+06 2.0121e+06 3.7178e+06 2.0380e+06 3.6978e+06 2.5055e+06 2.8929e+06 2.9273e+06 2.5094e+06 3.1964e+06 2.0561e+06 3.6978e+06 2.0380e+06
  11.5000 2.5245e+06 1.8963e+06 3.4790e+06 1.9202e+06 3.4608e+06 2.3532e+06 2.7101e+06 2.7503e+06 2.3511e+06 2.9911e+06 1.9317e+06 3.4608e+06 1.9202e+06
  11.7500 2.3695e+06 1.7879e+06 3.2575e+06 1.8098e+06 3.2408e+06 2.2114e+06 2.5404e+06 2.5851e+06 2.2043e+06 2.8009e+06 1.8160e+06 3.2408e+06 1.8098e+06
  12.0000 2.2252e+06 1.6865e+06 3.0517e+06 1.7066e+06 3.0366e+06 2.0792e+06 2.3828e+06 2.4311e+06 2.0679e+06 2.6243e+06 1.7081e+06 3.0366e+06 1.7066e+06
  12.2500 2.0907e+06 1.5890e+06 2.8605e+06 1.6075e+06 2.8466e+06 1.9558e+06 2.2362e+06 2.2874e+06 1.9411e+06 2.4602e+06 1.6075e+06 2.8466e+06 1.6101e+06
  12.5000 1.9654e+06 1.4967e+06 2.6827e+06 1.5136e+06 2.6700e+06 1.8406e+06 2.0998e+06 2.1532e+06 1.8232e+06 2.3077e+06 1.5136e+06 2.6700e+06 1.5198e+06
  12.7500 1.8487e+06 1.4105e+06 2.5173e+06 1.4260e+06 2.5057e+06 1.7332e+06 1.9729e+06 2.0279e+06 1.7134e+06 2.1659e+06 1.4260e+06 2.5057e+06 1.4352e+06
  13.0000 1.7398e+06 1.3299e+06 2.3635e+06 1.3441e+06 2.3528e+06 1.6328e+06 1.8547e+06 1.9109e+06 1.6112e+06 2.0340e+06 1.3441e+06 2.3528e+06 1.3560e+06
  13.2500 1.6382e+06 1.2546e+06 2.2203e+06 1.2677e+06 2.2105e+06 1.5390e+06 1.7446e+06 1.8015e+06 1.5160e+06 1.9113e+06 1.2677e+06 2.2105e+06 1.2818e+06
  13.5000 1.5435e+06 1.1843e+06 2.0870e+06 1.1963e+06 2.0779e+06 1.4514e+06 1.6421e+06 1.6992e+06 1.4273e+06 1.7970e+06 1.1963e+06 2.0779e+06 1.2122e+06
  13.7500 1.4550e+06 1.1185e+06 1.9628e+06 1.1295e+06 1.9545e+06 1.3696e+06 1.5465e+06 1.6036e+06 1.3446e+06 1.6907e+06 1.1295e+06 1.9545e+06 1.1469e+06
  14.0000 1.3724e+06 1.0569e+06 1.8472e+06 1.0671e+06 1.8395e+06 1.2930e+06 1.4573e+06 1.5141e+06 1.2675e+06 1.5916e+06 1.0671e+06 1.8395e+06 1.0856e+06
  14.2500 1.2953e+06 9.9935e+05 1.7394e+06 1.0087e+06 1.7324e+06 1.2215e+06 1.3742e+06 1.4303e+06 1.1956e+06 1.4993e+06 1.0087e+06 1.7324e+06 1.0281e+06
  14.5000 1.2233e+06 9.4542e+05 1.6389e+06 9.5406e+05 1.6324e+06 1.1545e+06 1.2965e+06 1.3518e+06 1.1285e+06 1.4133e+06 9.5406e+05 1.6324e+06 9.7407e+05
  14.7500 1.1558e+06 8.9485e+05 1.5451e+06 9.0283e+05 1.5391e+06 1.0918e+06 1.2240e+06 1.2782e+06 1.0657e+06 1.3329e+06 9.0283e+05 1.5391e+06 9.2329e+05
  15.0000 1.0926e+06 8.4739e+05 1.4574e+06 8.5476e+05 1.4518e+06 1.0329e+06 1.1560e+06 1.2092e+06 1.0070e+06 1.2578e+06 8.5476e+05 1.4518e+06 8.7553e+05
  15.2500 1.0334e+06 8.0282e+05 1.3754e+06 8.0963e+05 1.3702e+06 9.7772e+05 1.0924e+06 1.1444e+06 9.5198e+05 1.1875e+06 8.0963e+05 1.3702e+06 8.3060e+05
  15.5000 9.7780e+05 7.6095e+05 1.2986e+06 7.6726e+05 1.2939e+06 9.2589e+05 1.0329e+06 1.0836e+06 9.0044e+05 1.1218e+06 7.6726e+05 1.2939e+06 7.8832e+05
  15.7500 9.2568e+05 7.2160e+05 1.2268e+06 7.2744e+05 1.2224e+06 8.7721e+05 9.7703e+05 1.0265e+06 8.5213e+05 1.0602e+06 7.2744e+05 1.2224e+06 7.4850e+05
  16.0000 8.7677e+05 6.8460e+05 1.1595e+06 6.9002e+05 1.1554e+06 8.3148e+05 9.2468e+05 9.7283e+05 8.0682e+05 1.0026e+06 6.9002e+05 1.1554e+06 7.1100e+05
  16.2500 8.3083e+05 6.4980e+05 1.0965e+06 6.5482e+05 1.0927e+06 7.8850e+05 8.7558e+05 9.2237e+05 7.6431e+05 9.4851e+05 6.5482e+05 1.0927e+06 6.7565e+05
  16.5000 7.8768e+05 6.1706e+05 1.0374e+06 6.2172e+05 1.0338e+06 7.4808e+05 8.2949e+05 8.7491e+05 7.2440e+05 8.9784e+05 6.2172e+05 1.0338e+06 6.4234e+05
  16.7500 7.4713e+05 5.8623e+05 9.8194e+05 5.9056e+05 9.7867e+05 7.1006e+05 7.8621e+05 8.3027e+05 6.8692e+05 8.5031e+05 5.9056e+05 9.7867e+05 6.1092e+05
  17.0000 7.0900e+05 5.5720e+05 9.2994e+05 5.6122e+05 9.2689e+05 6.7429e+05 7.4556e+05 7.8825e+05 6.5170e+05 8.0570e+05 5.6122e+05 9.2689e+05 5.8128e+05
  17.2500 6.7314e+05 5.2984e+05 8.8112e+05 5.3358e+05 8.7829e+05 6.4061e+05 7.0736e+05 7.4868e+05 6.1859e+05 7.6382e+05 5.3358e+05 8.7829e+05 5.5330e+05
  17.5000 6.3939e+05 5.0406e+05 8.3528e+05 5.0754e+05 8.3264e+05 6.0890e+05 6.7144e+05 7.1141e+05 5.8746e+05 7.2447e+05 5.0754e+05 8.3264e+05 5.2689e+05
  17.7500 6.0762e+05 4.7975e+05 7.9220e+05 4.8299e+05 7.8975e+05 5.7902e+05 6.3765e+05 6.7629e+05 5.5816e+05 6.8750e+05 4.8299e+05 7.8975e+05 5.0195e+05
  18.0000 5.7769e+05 4.5680e+05 7.5171e+05 4.5982e+05 7.4942e+05 5.5084e+05 6.0584e+05 6.4317e+05 5.3058e+05 6.5272e+05 4.5982e+05 7.4942e+05 4.7837e+05
  18.2500 5.4947e+05 4.3513e+05 7.1361e+05 4.3795e+05 7.1148e+05 5.2425e+05 5.7587e+05 6.1192e+05 5.0457e+05 6.1999e+05 4.3795e+05 7.1148e+05 4.5606e+05
  18.5000 5.2284e+05 4.1466e+05 6.7776e+05 4.1728e+05 6.7576e+05 4.9915e+05 5.4763e+05 5.8242e+05 4.8005e+05 5.8916e+05 4.1728e+05 6.7576e+05 4.3496e+05
  18.7500 4.9772e+05 3.9530e+05 6.4398e+05 3.9775e+05 6.4212e+05 4.7545e+05 5.2099e+05 5.5456e+05 4.5692e+05 5.6012e+05 3.9775e+05 6.4212e+05 4.1498e+05
  19.0000 4.7399e+05 3.7699e+05 6.1216e+05 3.7928e+05 6.1042e+05 4.5305e+05 4.9585e+05 5.2823e+05 4.3509e+05 5.3274e+05 3.7928e+05 6.1042e+05 3.9607e+05
  19.2500 4.5158e+05 3.5967e+05 5.8216e+05 3.6181e+05 5.8054e+05 4.3187e+05 4.7213e+05 5.0335e+05 4.1447e+05 5.0691e+05 3.6181e+05 5.8054e+05 3.7815e+05
  19.5000 4.3040e+05 3.4328e+05 5.5387e+05 3.4527e+05 5.5234e+05 4.1185e+05 4.4972e+05 4.7982e+05 3.9499e+05 4.8254e+05 3.4527e+05 5.5234e+05 3.6116e+05
  19.7500 4.1037e+05 3.2775e+05 5.2716e+05 3.2962e+05 5.2574e+05 3.9290e+05 4.2855e+05 4.5756e+05 3.7658e+05 4.5954e+05 3.2962e+05 5.2574e+05 3.4506e+05
  20.0000 3.9142e+05 3.1304e+05 5.0195e+05 3.1479e+05 5.0062e+05 3.7496e+05 4.0853e+05 4.3649e+05 3.5917e+05 4.3781e+05 3.1479e+05 5.0062e+05 3.2980e+05
  20.2500 3.7350e+05 2.9910e+05 4.7814e+05 3.0074e+05 4.7689e+05 3.5798e+05 3.8961e+05 4.1654e+05 3.4270e+05 4.1728e+05 3.0074e+05 4.7689e+05 3.1531e+05
  20.5000 3.5652e+05 2.8589e+05 4.5563e+05 2.8742e+05 4.5446e+05 3.4189e+05 3.7170e+05 3.9765e+05 3.2710e+05 3.9786e+05 2.8742e+05 4.5446e+05 3.0156e+05
  20.7500 3.4045e+05 2.7336e+05 4.3436e+05 2.7479e+05 4.3326e+05 3.2665e+05 3.5476e+05 3.7975e+05 3.1234e+05 3.7950e+05 2.7479e+05 4.3326e+05 2.8851e+05
  21.0000 3.2522e+05 2.6146e+05 4.1423e+05 2.6281e+05 4.1320e+05 3.1219e+05 3.3871e+05 3.6278e+05 2.9836e+05 3.6213e+05 2.6281e+05 4.1320e+05 2.7611e+05
  21.2500 3.1078e+05 2.5018e+05 3.9518e+05 2.5144e+05 3.9422e+05 2.9848e+05 3.2351e+05 3.4669e+05 2.8511e+05 3.4569e+05 2.5144e+05 3.9422e+05 2.6434e+05
  21.5000 2.9710e+05 2.3946e+05 3.7715e+05 2.4064e+05 3.7625e+05 2.8548e+05 3.0910e+05 3.3143e+05 2.7255e+05 3.3011e+05 2.4064e+05 3.7625e+05 2.5314e+05
  21.7500 2.8411e+05 2.2928e+05 3.6008e+05 2.3039e+05 3.5923e+05 2.7313e+05 2.9545e+05 3.1695e+05 2.6064e+05 3.1536e+05 2.3039e+05 3.5923e+05 2.4250e+05
  22.0000 2.7179e+05 2.1960e+05 3.4390e+05 2.2064e+05 3.4310e+05 2.6141e+05 2.8250e+05 3.0320e+05 2.4933e+05 3.0138e+05 2.2064e+05 3.4310e+05 2.3238e+05
  22.2500 2.6009e+05 2.1040e+05 3.2857e+05 2.1138e+05 3.2782e+05 2.5027e+05 2.7021e+05 2.9015e+05 2.3860e+05 2.8811e+05 2.1138e+05 3.2782e+05 2.2276e+05
  22.5000 2.4897e+05 2.0165e+05 3.1404e+05 2.0257e+05 3.1333e+05 2.3969e+05 2.5854e+05 2.7775e+05 2.2840e+05 2.7554e+05 2.0257e+05 3.1333e+05 2.1359e+05
  22.7500 2.3841e+05 1.9332e+05 3.0025e+05 1.9419e+05 2.9959e+05 2.2962e+05 2.4746e+05 2.6596e+05 2.1872e+05 2.6360e+05 1.9419e+05 2.9959e+05 2.0486e+05
  23.0000 2.2837e+05 1.8540e+05 2.8717e+05 1.8621e+05 2.8655e+05 2.2005e+05 2.3693e+05 2.5476e+05 2.0951e+05 2.5226e+05 1.8621e+05 2.8655e+05 1.9655e+05
  23.2500 2.1883e+05 1.7785e+05 2.7476e+05 1.7862e+05 2.7417e+05 2.1094e+05 2.2692e+05 2.4410e+05 2.0076e+05 2.4150e+05 1.7862e+05 2.7417e+05 1.8863e+05
  23.5000 2.0974e+05 1.7066e+05 2.6297e+05 1.7138e+05 2.6241e+05 2.0227e+05 2.1741e+05 2.3396e+05 1.9243e+05 2.3126e+05 1.7138e+05 2.6241e+05 1.8108e+05
  23.7500 2.0110e+05 1.6381e+05 2.5177e+05 1.6449e+05 2.5124e+05 1.9402e+05 2.0836e+05 2.2430e+05 1.8451e+05 2.2154e+05 1.6449e+05 2.5124e+05 1.7388e+05
  24.0000 1.9287e+05 1.5728e+05 2.4112e+05 1.5792e+05 2.4063e+05 1.8616e+05 1.9975e+05 2.1511e+05 1.7697e+05 2.1229e+05 1.5792e+05 2.4063e+05 1.6701e+05
  24.2500 1.8504e+05 1.5105e+05 2.3100e+05 1.5165e+05 2.3053e+05 1.7867e+05 1.9156e+05 2.0636e+05 1.6979e+05 2.0350e+05 1.5165e+05 2.3053e+05 1.6046e+05
  24.5000 1.7757e+05 1.4511e+05 2.2137e+05 1.4568e+05 2.2093e+05 1.7153e+05 1.8375e+05 1.9802e+05 1.6294e+05 1.9512e+05 1.4568e+05 2.2093e+05 1.5420e+05
  24.7500 1.7046e+05 1.3944e+05 2.1221e+05 1.3998e+05 2.1180e+05 1.6472e+05 1.7632e+05 1.9007e+05 1.5642e+05 1.8715e+05 1.3998e+05 2.1180e+05 1.4823e+05
  25.0000 1.6368e+05 1.3404e+05 2.0349e+05 1.3454e+05 2.0310e+05 1.5823e+05 1.6924e+05 1.8249e+05 1.5021e+05 1.7956e+05 1.3454e+05 2.0310e+05 1.4253e+05
  25.2500 1.5721e+05 1.2887e+05 1.9519e+05 1.2935e+05 1.9482e+05 1.5203e+05 1.6249e+05 1.7526e+05 1.4428e+05 1.7233e+05 1.2935e+05 1.9482e+05 1.3709e+05
  25.5000 1.5104e+05 1.2394e+05 1.8728e+05 1.2439e+05 1.8693e+05 1.4612e+05 1.5605e+05 1.6837e+05 1.3863e+05 1.6544e+05 1.2439e+05 1.8693e+05 1.3188e+05
  25.7500 1.4515e+05 1.1923e+05 1.7975e+05 1.1965e+05 1.7942e+05 1.4048e+05 1.4992e+05 1.6179e+05 1.3324e+05 1.5887e+05 1.1965e+05 1.7942e+05 1.2691e+05
  26.0000 1.3953e+05 1.1473e+05 1.7257e+05 1.1513e+05 1.7225e+05 1.3509e+05 1.4406e+05 1.5551e+05 1.2809e+05 1.5260e+05 1.1513e+05 1.7225e+05 1.2216e+05
  26.2500 1.3417e+05 1.1042e+05 1.6572e+05 1.1080e+05 1.6542e+05 1.2994e+05 1.3847e+05 1.4951e+05 1.2317e+05 1.4663e+05 1.1080e+05 1.6542e+05 1.1761e+05
  26.5000 1.2904e+05 1.0631e+05 1.5919e+05 1.0667e+05 1.5891e+05 1.2502e+05 1.3313e+05 1.4378e+05 1.1848e+05 1.4092e+05 1.0667e+05 1.5891e+05 1.1326e+05
  26.7500 1.2414e+05 1.0237e+05 1.5295e+05 1.0271e+05 1.5269e+05 1.2032e+05 1.2804e+05 1.3831e+05 1.1399e+05 1.3548e+05 1.0271e+05 1.5269e+05 1.0910e+05
  27.0000 1.1947e+05 9.8608e+04 1.4700e+05 9.8928e+04 1.4676e+05 1.1582e+05 1.2317e+05 1.3308e+05 1.0970e+05 1.3028e+05 9.8928e+04 1.4676e+05 1.0511e+05
  27.2500 1.1499e+05 9.5005e+04 1.4133e+05 9.5308e+04 1.4109e+05 1.1153e+05 1.1852e+05 1.2808e+05 1.0560e+05 1.2531e+05 9.5308e+04 1.4109e+05 1.0130e+05
  27.5000 1.1072e+05 9.1555e+04 1.3591e+05 9.1842e+04 1.3568e+05 1.0741e+05 1.1407e+05 1.2330e+05 1.0169e+05 1.2057e+05 9.1842e+04 1.3568e+05 9.7644e+04
  27.7500 1.0663e+05 8.8252e+04 1.3073e+05 8.8524e+04 1.3051e+05 1.0348e+05 1.0982e+05 1.1872e+05 9.7937e+04 1.1603e+05 8.8524e+04 1.3051e+05 9.4144e+04
  28.0000 1.0271e+05 8.5088e+04 1.2578e+05 8.5345e+04 1.2558e+05 9.9712e+04 1.0575e+05 1.1435e+05 9.4350e+04 1.1170e+05 8.5345e+04 1.2558e+05 9.0791e+04
  28.2500 9.8965e+04 8.2057e+04 1.2105e+05 8.2300e+04 1.2086e+05 9.6106e+04 1.0186e+05 1.1016e+05 9.0916e+04 1.0755e+05 8.2300e+04 1.2086e+05 8.7577e+04
  28.5000 9.5378e+04 7.9151e+04 1.1653e+05 7.9382e+04 1.1635e+05 9.2652e+04 9.8142e+04 1.0615e+05 8.7629e+04 1.0359e+05 7.9382e+04 1.1635e+05 8.4495e+04
  28.7500 9.1943e+04 7.6366e+04 1.1220e+05 7.6585e+04 1.1203e+05 8.9342e+04 9.4578e+04 1.0231e+05 8.4480e+04 9.9792e+04 7.6585e+04 1.1203e+05 8.1540e+04
  29.0000 8.8653e+04 7.3695e+04 1.0807e+05 7.3903e+04 1.0790e+05 8.6171e+04 9.1166e+04 9.8637e+04 8.1464e+04 9.6160e+04 7.3903e+04 1.0790e+05 7.8705e+04
  29.2500 8.5500e+04 7.1134e+04 1.0411e+05 7.1330e+04 1.0395e+05 8.3132e+04 8.7898e+04 9.5115e+04 7.8574e+04 9.2683e+04 7.1330e+04 1.0395e+05 7.5985e+04
  29.5000 8.2478e+04 6.8676e+04 1.0032e+05 6.8863e+04 1.0017e+05 8.0217e+04 8.4767e+04 9.1739e+04 7.5804e+04 8.9353e+04 6.8863e+04 1.0017e+05 7.3375e+04
  29.7500 7.9581e+04 6.6318e+04 9.6690e+04 6.6495e+04 9.6550e+04 7.7422e+04 8.1766e+04 8.8502e+04 7.3148e+04 8.6163e+04 6.6495e+04 9.6550e+04 7.0869e+04
  30.0000 7.6803e+04 6.4054e+04 9.3215e+04 6.4222e+04 9.3082e+04 7.4740e+04 7.8889e+04 8.5399e+04 7.0600e+04 8.3106e+04 6.4222e+04 9.3082e+04 6.8462e+04
  30.2500 7.4138e+04 6.1881e+04 8.9886e+04 6.2040e+04 8.9760e+04 7.2167e+04 7.6131e+04 8.2422e+04 6.8156e+04 8.0176e+04 6.2040e+04 8.9760e+04 6.6152e+04
  30.5000 7.1581e+04 5.9793e+04 8.6696e+04 5.9945e+04 8.6576e+04 6.9697e+04 7.3485e+04 7.9566e+04 6.5811e+04 7.7367e+04 5.9945e+04 8.6576e+04 6.3931e+04
  30.7500 6.9127e+04 5.7788e+04 8.3638e+04 5.7932e+04 8.3524e+04 6.7326e+04 7.0947e+04 7.6824e+04 6.3561e+04 7.4673e+04 5.7932e+04 8.3524e+04 6.1798e+04
  31.0000 6.6772e+04 5.5861e+04 8.0707e+04 5.5998e+04 8.0598e+04 6.5048e+04 6.8511e+04 7.4193e+04 6.1400e+04 7.2088e+04 5.5998e+04 8.0598e+04 5.9748e+04
  31.2500 6.4510e+04 5.4010e+04 7.7895e+04 5.4140e+04 7.7792e+04 6.2861e+04 6.6173e+04 7.1667e+04 5.9325e+04 6.9608e+04 5.4140e+04 7.7792e+04 5.7777e+04
  31.5000 6.2337e+04 5.2230e+04 7.5198e+04 5.2354e+04 7.5099e+04 6.0760e+04 6.3928e+04 6.9240e+04 5.7332e+04 6.7228e+04 5.2354e+04 7.5099e+04 5.5882e+04
